symbol,date,adjOpen,adjHigh,adjLow,adjClose,volume
"SLXX.L","2019-11-29","121.65","121.65","121.17","121.3","24577",
"SLXX.L","2019-11-28","120.98","121.43","120.98","121.32","8136",
"SLXX.L","2019-11-27","121.44","121.6","121.06","121.2","15720",
"SLXX.L","2019-11-26","120.56","121.52","120.48","121.46","47434",
"SLXX.L","2019-11-25","121.06","121.06","120.52","120.86","11118",
"SLXX.L","2019-11-22","120.21","120.87","119.94","120.74","103995",
"SLXX.L","2019-11-21","120.68","120.69","120.1","120.14","19478",
"SLXX.L","2019-11-20","120.98","121.17","120.43","120.44","8710",
"SLXX.L","2019-11-19","120.39","120.65","120.34","120.65","13714",
"SLXX.L","2019-11-18","120.17","120.88","120.17","120.46","6946",
"SLXX.L","2019-11-15","120.77","120.98","120.6","120.66","12456",
"SLXX.L","2019-11-14","120.76","120.85","120.39","120.85","11463",
"SLXX.L","2019-11-13","120.17","120.85","119.95","120.57","24095",
"SLXX.L","2019-11-12","120.28","120.28","119.79","120.03","42939",
"SLXX.L","2019-11-11","120.17","120.43","119.99","120.09","26145",
"SLXX.L","2019-11-08","120.51","120.72","120.01","120.3","63770",
"SLXX.L","2019-11-07","121.35","121.35","120.57","120.67","24962",
"SLXX.L","2019-11-06","120.67","120.94","120.31","120.86","7516",
"SLXX.L","2019-11-05","120.45","120.94","120.43","120.43","229889",
"SLXX.L","2019-11-04","121.38","121.44","120.86","120.98","129435",
"SLXX.L","2019-11-01","121.32","121.85","121.32","121.47","350336",
"SLXX.L","2019-10-31","120.91","121.56","120.91","121.5","13059",
"SLXX.L","2019-10-30","120.65","120.94","120.49","120.92","48301",
"SLXX.L","2019-10-29","121.06","121.06","120.44","120.74","122571",
"SLXX.L","2019-10-28","121.42","121.42","120.44","120.44","12351",
"SLXX.L","2019-10-25","121.12","121.64","120.97","121.14","9249",
"SLXX.L","2019-10-24","120.72","121.54","120.62","121.54","8021",
"SLXX.L","2019-10-23","120.67","120.98","120.57","120.67","8897",
"SLXX.L","2019-10-22","120.47","120.7","119.9","120.49","6909",
"SLXX.L","2019-10-21","120.58","120.58","119.61","120.02","23834",
"SLXX.L","2019-10-18","120.24","120.46","119.89","120.34","16763",
"SLXX.L","2019-10-17","119.98","120.66","119.33","120.66","66867",
"SLXX.L","2019-10-16","119.88","120.78","119.88","120.2","13206",
"SLXX.L","2019-10-15","120.36","120.58","119.68","120.06","19534",
"SLXX.L","2019-10-14","120.02","120.55","120.02","120.21","18719",
"SLXX.L","2019-10-11","120.15","120.61","119.38","119.56","39395",
"SLXX.L","2019-10-10","121.19","121.66","120.64","120.64","11451",
"SLXX.L","2019-10-09","121.61","121.61","121.12","121.3","16063",
"SLXX.L","2019-10-08","121.24","121.79","121.24","121.73","10941",
"SLXX.L","2019-10-07","120.99","121.56","120.99","121.46","12988",
"SLXX.L","2019-10-04","120.99","121.64","120.99","121.25","25415",
"SLXX.L","2019-10-03","121.81","121.81","121","121.23","29226",
"SLXX.L","2019-10-02","121.65","122.03","121.26","121.35","28163",
"SLXX.L","2019-10-01","121.19","121.84","120.8","121.66","13754",
"SLXX.L","2019-09-30","121.72","121.92","121.31","121.78","39433",
"SLXX.L","2019-09-27","122","122.52","121.76","121.82","46740",
"SLXX.L","2019-09-26","121.63","122.14","121.63","122.02","40621",
"SLXX.L","2019-09-25","121.64","122.42","121.64","122.17","6063",
"SLXX.L","2019-09-24","121.35","122.21","121.35","121.93","13279",
"SLXX.L","2019-09-23","121","122","121","121.94","25548",
"SLXX.L","2019-09-20","121.25","121.4","120.65","121.31","15506",
"SLXX.L","2019-09-19","120.49","121.23","120.49","120.99","13723",
"SLXX.L","2019-09-18","119.88","120.94","119.88","120.86","8865",
"SLXX.L","2019-09-17","120.53","120.88","120.27","120.54","19693",
"SLXX.L","2019-09-16","119.31","120.57","119.31","120.46","30731",
"SLXX.L","2019-09-13","120.45","120.45","119.53","119.65","12612",
"SLXX.L","2019-09-12","120.9","121.18","120.26","120.57","30211",
"SLXX.L","2019-09-11","120.26","120.57","120.03","120.57","30597",
"SLXX.L","2019-09-10","120.84","121.13","120.34","120.46","24023",
"SLXX.L","2019-09-09","121.15","121.42","120.69","121.05","9890",
"SLXX.L","2019-09-06","120.44","121.72","120.44","121.63","31088",
"SLXX.L","2019-09-05","121.36","121.57","120.03","120.4","17527",
"SLXX.L","2019-09-04","121.83","122.22","121.4","121.79","36496",
"SLXX.L","2019-09-03","122.45","122.98","122.38","122.52","12162",
"SLXX.L","2019-09-02","121.65","122.34","121.57","122.32","29690",
"SLXX.L","2019-08-30","122.03","122.2","121.78","121.78","263492",
"SLXX.L","2019-08-29","122.23","122.27","121.97","122.21","13099",
"SLXX.L","2019-08-28","121.8","122.23","121.66","122.11","12846",
"SLXX.L","2019-08-27","120.94","121.77","120.94","121.67","21285",
"SLXX.L","2019-08-23","120.96","121.11","120.46","120.9","192516",
"SLXX.L","2019-08-22","121.72","121.72","120.92","120.98","296735",
"SLXX.L","2019-08-21","121.71","121.71","121.28","121.4","16930",
"SLXX.L","2019-08-20","121.44","121.97","121.18","121.5","27075",
"SLXX.L","2019-08-19","121.65","121.67","120.67","121.19","12188",
"SLXX.L","2019-08-16","121.97","122.35","121.4","121.57","28362",
"SLXX.L","2019-08-15","121.51","122.18","121.43","122.1","12814",
"SLXX.L","2019-08-14","121.17","121.74","121.09","121.61","5715",
"SLXX.L","2019-08-13","121.38","121.43","120.9","121.13","16515",
"SLXX.L","2019-08-12","121.16","121.2","120.82","120.95","27910",
"SLXX.L","2019-08-09","120.69","121.45","120.69","121.22","14425",
"SLXX.L","2019-08-08","120.71","121.28","120.71","120.77","17248",
"SLXX.L","2019-08-07","120.72","121.68","120.72","121.12","35079",
"SLXX.L","2019-08-06","120.34","121.32","120.34","120.82","17277",
"SLXX.L","2019-08-05","121.06","121.58","120.81","120.9","98504",
"SLXX.L","2019-08-02","121.36","121.36","120.68","120.72","8898",
"SLXX.L","2019-08-01","120.14","120.7","120.09","120.51","60461",
"SLXX.L","2019-07-31","120","120.46","119.86","120.46","73714",
"SLXX.L","2019-07-30","120.56","120.56","119.89","120","20265",
"SLXX.L","2019-07-29","120.25","120.49","120.1","120.2","8524",
"SLXX.L","2019-07-26","120.17","120.23","119.94","120.09","17767",
"SLXX.L","2019-07-25","120.21","120.36","119.6","119.89","16240",
"SLXX.L","2019-07-24","119.87","120.16","119.42","119.9","25986",
"SLXX.L","2019-07-23","119.49","119.91","119.33","119.84","9040",
"SLXX.L","2019-07-22","119.52","119.66","119.01","119.5","13273",
"SLXX.L","2019-07-19","119.49","119.49","118.88","119.28","10580",
"SLXX.L","2019-07-18","119.25","119.94","118.86","118.99","14941",
"SLXX.L","2019-07-17","118.67","119.2","118.59","119.08","14869",
"SLXX.L","2019-07-16","118.5","119.05","118.5","118.74","16884",
"SLXX.L","2019-07-15","118.47","118.95","118.15","118.89","14944",
"SLXX.L","2019-07-12","118.18","118.63","117.91","118.51","9107",
"SLXX.L","2019-07-11","118.82","119.18","118.25","118.35","10247",
"SLXX.L","2019-07-10","118.67","119.21","118.53","118.96","9964",
"SLXX.L","2019-07-09","119.31","119.31","118.94","119.26","42835",
"SLXX.L","2019-07-08","118.89","119.57","118.88","119.4","11372",
"SLXX.L","2019-07-05","119.85","119.85","118.87","118.96","9499",
"SLXX.L","2019-07-04","119.81","119.81","119.34","119.6","12852",
"SLXX.L","2019-07-03","118.66","119.46","118.66","119.22","22326",
"SLXX.L","2019-07-02","118.22","118.79","117.98","118.77","19658",
"SLXX.L","2019-07-01","117.78","118.03","117.28","117.98","13470",
"SLXX.L","2019-06-28","117.55","117.85","117.3","117.55","10619",
"SLXX.L","2019-06-27","116.91","117.65","116.91","117.65","32906",
"SLXX.L","2019-06-26","117.93","118.1","117.53","117.57","14384",
"SLXX.L","2019-06-25","118.19","118.19","117.7","117.92","34557",
"SLXX.L","2019-06-24","117.44","117.96","117.41","117.84","10541",
"SLXX.L","2019-06-21","117.56","117.71","117.22","117.51","9038",
"SLXX.L","2019-06-20","117.54","118.01","117.31","117.64","23609",
"SLXX.L","2019-06-19","116.86","117.54","116.8","117.04","20439",
"SLXX.L","2019-06-18","116.43","117.38","116.43","117.27","41537",
"SLXX.L","2019-06-17","116.46","116.92","116.46","116.71","21412",
"SLXX.L","2019-06-14","117.17","117.17","116.63","116.8","16231",
"SLXX.L","2019-06-13","117.16","117.16","116.29","116.81","11017",
"SLXX.L","2019-06-12","117.01","117.01","116.14","116.14","15059",
"SLXX.L","2019-06-11","116.47","116.91","116.47","116.75","26446",
"SLXX.L","2019-06-10","116.61","116.79","116.31","116.71","10596",
"SLXX.L","2019-06-07","116.37","116.83","115.84","116.83","15412",
"SLXX.L","2019-06-06","116.22","116.42","115.84","116.31","10211",
"SLXX.L","2019-06-05","115.55","116.23","115.55","115.97","6588",
"SLXX.L","2019-06-04","115.78","115.89","115.5","115.5","23971",
"SLXX.L","2019-06-03","115.24","115.66","115.24","115.63","7124",
"SLXX.L","2019-05-31","115.48","115.5","115.1","115.1","33336",
"SLXX.L","2019-05-30","114.97","115.29","114.78","115.18","19774",
"SLXX.L","2019-05-29","115.16","115.2","114.97","114.97","14618",
"SLXX.L","2019-05-28","115.25","115.44","115.04","115.16","46161",
"SLXX.L","2019-05-24","114.85","115.15","114.69","115.15","17699",
"SLXX.L","2019-05-23","115","115.1","114.55","114.91","13245",
"SLXX.L","2019-05-22","114.62","114.92","114.62","114.71","12570",
"SLXX.L","2019-05-21","114.75","114.92","114.32","114.6","12614",
"SLXX.L","2019-05-20","114.88","115.04","114.65","114.65","13043",
"SLXX.L","2019-05-17","114.79","115.31","114.71","115.13","13878",
"SLXX.L","2019-05-16","115","115.18","114.75","114.75","11118",
"SLXX.L","2019-05-15","114.8","115","114.64","114.88","8356",
"SLXX.L","2019-05-14","114.41","114.66","114.24","114.48","11601",
"SLXX.L","2019-05-13","114.41","114.56","114.25","114.47","16511",
"SLXX.L","2019-05-10","114.26","114.66","114.26","114.34","21470",
"SLXX.L","2019-05-09","114.84","114.87","114.26","114.26","48202",
"SLXX.L","2019-05-08","114.82","115.02","114.57","114.7","38367",
"SLXX.L","2019-05-07","114.33","114.88","114.33","114.66","15516",
"SLXX.L","2019-05-03","114.6","114.91","114.34","114.51","32445",
"SLXX.L","2019-05-02","114.62","115.05","114.62","114.64","28840",
"SLXX.L","2019-05-01","115.06","115.1","114.6","115.03","29488",
"SLXX.L","2019-04-30","114.78","115.03","114.38","114.62","24442",
"SLXX.L","2019-04-29","114.99","114.99","114.6","114.9","31228",
"SLXX.L","2019-04-26","114.97","115.07","114.79","115.03","24189",
"SLXX.L","2019-04-25","114.49","114.92","114.49","114.83","14775",
"SLXX.L","2019-04-24","114.23","114.74","114.23","114.65","13110",
"SLXX.L","2019-04-23","114.29","114.55","114.06","114.27","18303",
"SLXX.L","2019-04-18","114.15","114.49","114.01","114.43","12095",
"SLXX.L","2019-04-17","113.97","114.15","113.85","114.15","15041",
"SLXX.L","2019-04-16","113.88","114.22","113.88","114.17","13800",
"SLXX.L","2019-04-15","113.92","114.04","113.59","113.87","13023",
"SLXX.L","2019-04-12","114.35","114.42","113.75","113.91","679512",
"SLXX.L","2019-04-11","114.33","114.46","114.01","114.1","31951",
"SLXX.L","2019-04-10","114.11","114.52","114.03","114.29","14715",
"SLXX.L","2019-04-09","114.26","114.47","113.96","114.47","14791",
"SLXX.L","2019-04-08","113.91","114.25","113.91","114.25","16503",
"SLXX.L","2019-04-05","114.42","114.42","113.7","113.98","27464",
"SLXX.L","2019-04-04","114.09","114.46","114.09","114.23","10264",
"SLXX.L","2019-04-03","114.9","114.9","114.04","114.21","24970",
"SLXX.L","2019-04-02","114.78","115.12","114.46","114.88","37337",
"SLXX.L","2019-04-01","114.72","114.94","114.49","114.73","13171",
"SLXX.L","2019-03-29","114.66","114.95","114.43","114.58","504614",
"SLXX.L","2019-03-28","114.38","114.88","114.37","114.47","118324",
"SLXX.L","2019-03-27","113.91","114.9","113.91","114.51","15605",
"SLXX.L","2019-03-26","114.53","114.79","114.39","114.51","11547",
"SLXX.L","2019-03-25","114.59","114.8","114.2","114.63","38987",
"SLXX.L","2019-03-22","114.34","114.63","114.04","114.58","33078",
"SLXX.L","2019-03-21","114.07","114.56","113.83","114.43","57179",
"SLXX.L","2019-03-20","113.58","113.94","113.58","113.82","41288",
"SLXX.L","2019-03-19","113.35","113.62","113.11","113.39","15702",
"SLXX.L","2019-03-18","112.77","113.48","112.77","113.35","22758",
"SLXX.L","2019-03-15","112.77","113.32","112.77","113.09","12836",
"SLXX.L","2019-03-14","112.2","112.96","112.2","112.66","13458",
"SLXX.L","2019-03-13","112.84","113.05","112.68","112.79","27016",
"SLXX.L","2019-03-12","112.58","113.11","112.34","112.92","28545",
"SLXX.L","2019-03-11","112.23","112.97","112.23","112.95","15461",
"SLXX.L","2019-03-08","112.12","113.05","112.12","112.7","47677",
"SLXX.L","2019-03-07","112.19","113.19","112.19","112.96","22448",
"SLXX.L","2019-03-06","112.25","112.7","112.13","112.7","10545",
"SLXX.L","2019-03-05","112.13","112.37","112.01","112.29","13361",
"SLXX.L","2019-03-04","112.04","112.23","111.69","112.11","16138",
"SLXX.L","2019-03-01","111.64","111.99","111.58","111.99","41534",
"SLXX.L","2019-02-28","111.83","111.92","111.54","111.54","49326",
"SLXX.L","2019-02-27","111.98","112.27","111.5","111.71","50795",
"SLXX.L","2019-02-26","112.05","112.31","111.88","112.04","103131",
"SLXX.L","2019-02-25","112.32","112.35","112.1","112.29","14411",
"SLXX.L","2019-02-22","112.05","112.45","112.05","112.29","54834",
"SLXX.L","2019-02-21","112","112.19","111.84","111.97","93153",
"SLXX.L","2019-02-20","112.26","112.38","112.03","112.14","11841",
"SLXX.L","2019-02-19","112.32","112.39","112.09","112.1","7739",
"SLXX.L","2019-02-18","112.15","112.33","112.04","112.3","17721",
"SLXX.L","2019-02-15","112.08","112.39","112","112.12","16585",
"SLXX.L","2019-02-14","111.92","112.42","111.92","112.22","6025",
"SLXX.L","2019-02-13","111.77","112.17","111.73","111.97","18875",
"SLXX.L","2019-02-12","111.89","112.09","111.83","111.83","16645",
"SLXX.L","2019-02-11","112.11","112.11","111.82","112.06","16802",
"SLXX.L","2019-02-08","111.92","112.23","111.88","112.09","24043",
"SLXX.L","2019-02-07","112.01","112.15","111.83","112","5563",
"SLXX.L","2019-02-06","111.6","111.89","111.56","111.76","29177",
"SLXX.L","2019-02-05","111.08","111.84","111.06","111.84","7335",
"SLXX.L","2019-02-04","111.36","111.49","111","111.17","8848",
"SLXX.L","2019-02-01","111.74","111.74","111.3","111.32","7709",
"SLXX.L","2019-01-31","111.16","111.73","111.16","111.58","16652",
"SLXX.L","2019-01-30","110.69","111.13","110.69","111.02","72254",
"SLXX.L","2019-01-29","110.64","111","110.64","110.73","30785",
"SLXX.L","2019-01-28","110.46","110.82","110.26","110.68","12814",
"SLXX.L","2019-01-25","110.36","110.62","110.26","110.27","8720",
"SLXX.L","2019-01-24","109.88","110.58","109.88","110.42","22648",
"SLXX.L","2019-01-23","109.82","110.02","109.54","109.81","13092",
"SLXX.L","2019-01-22","109.41","110.13","109.41","109.57","37420",
"SLXX.L","2019-01-21","109.71","109.99","109.69","109.87","25264",
"SLXX.L","2019-01-18","109.57","109.82","109.24","109.49","26706",
"SLXX.L","2019-01-17","109.63","109.92","109.35","109.35","4422",
"SLXX.L","2019-01-16","109.77","109.9","109.37","109.9","50995",
"SLXX.L","2019-01-15","109.3","109.83","109.11","109.7","34047",
"SLXX.L","2019-01-14","109.21","109.56","108.98","108.98","11271",
"SLXX.L","2019-01-11","109.21","109.48","109","109.35","7642",
"SLXX.L","2019-01-10","109.44","109.53","109.15","109.31","11217",
"SLXX.L","2019-01-09","108.93","109.62","108.9","109.46","7104",
"SLXX.L","2019-01-08","109.13","109.39","109.08","109.28","13880",
"SLXX.L","2019-01-07","109.46","109.65","109.23","109.5","12162",
"SLXX.L","2019-01-04","109.5","109.54","109.11","109.2","9613",
"SLXX.L","2019-01-03","109.49","109.93","109.29","109.68","39393",
"SLXX.L","2019-01-02","109.22","109.6","109.22","109.53","36935",
"SLXX.L","2018-12-31","109.05","109.16","108.93","108.96","1841",
"SLXX.L","2018-12-28","108.81","109.38","108.81","109.14","10531",
"SLXX.L","2018-12-27","109.43","109.59","108.77","108.77","11013",
"SLXX.L","2018-12-24","109.24","109.46","109.09","109.46","2048",
"SLXX.L","2018-12-21","109.08","109.25","108.59","108.7","21446",
"SLXX.L","2018-12-20","109.78","109.92","109.09","109.14","31762",
"SLXX.L","2018-12-19","109.41","109.59","109.27","109.57","46354",
"SLXX.L","2018-12-18","109.41","109.78","108.98","109.25","12735",
"SLXX.L","2018-12-17","109.41","109.43","108.94","109.33","13959",
"SLXX.L","2018-12-14","108.8","109.4","108.8","109.14","12760",
"SLXX.L","2018-12-13","108.3","109.39","108.3","108.74","10753",
"SLXX.L","2018-12-12","109.04","109.13","108.6","108.72","55478",
"SLXX.L","2018-12-11","109.12","109.36","108.7","109.06","39963",
"SLXX.L","2018-12-10","108.06","109.53","108.06","109.12","43821",
"SLXX.L","2018-12-07","108.26","108.43","108.09","108.24","25909",
"SLXX.L","2018-12-06","107.66","108.47","107.66","108.31","18133",
"SLXX.L","2018-12-05","107.98","107.98","107.59","107.64","9931",
"SLXX.L","2018-12-04","107.68","108.02","107.59","107.9","40573",
"SLXX.L","2018-12-03","107.13","107.9","107.13","107.9","12574",
"SLXX.L","2018-11-30","108.02","108.02","107.42","107.42","13794",
"SLXX.L","2018-11-29","107.95","108.29","107.87","107.99","17754",
"SLXX.L","2018-11-28","108.14","108.14","107.7","107.91","16990",
"SLXX.L","2018-11-27","108.19","108.33","107.78","107.78","11556",
"SLXX.L","2018-11-26","108.22","108.26","107.97","108.13","18398",
"SLXX.L","2018-11-23","107.95","108.42","107.95","108.18","31808",
"SLXX.L","2018-11-22","107.71","107.97","107.62","107.81","25963",
"SLXX.L","2018-11-21","107.54","107.93","107.4","107.7","328259",
"SLXX.L","2018-11-20","107.67","107.67","107.27","107.53","17900",
"SLXX.L","2018-11-19","108.13","108.19","107.81","108.14","40254",
"SLXX.L","2018-11-16","108.59","108.6","107.84","107.88","17641",
"SLXX.L","2018-11-15","108.91","109.08","108.37","108.39","46094",
"SLXX.L","2018-11-14","108.99","109.16","108.43","108.6","14193",
"SLXX.L","2018-11-13","109.63","109.63","108.61","108.7","10166",
"SLXX.L","2018-11-12","109.6","109.87","109.51","109.62","9271",
"SLXX.L","2018-11-09","109.17","109.57","109.13","109.48","6997",
"SLXX.L","2018-11-08","109.1","109.29","108.88","109.07","20528",
"SLXX.L","2018-11-07","109.04","109.41","109.04","109.24","24405",
"SLXX.L","2018-11-06","109.38","109.52","109.12","109.13","20473",
"SLXX.L","2018-11-05","109.46","109.52","109.28","109.52","8504",
"SLXX.L","2018-11-02","109.68","109.68","109.29","109.37","27328",
"SLXX.L","2018-11-01","109.63","109.7","109.28","109.54","28482",
"SLXX.L","2018-10-31","109.84","110","109.58","109.72","17789",
"SLXX.L","2018-10-30","109.95","110.12","109.69","109.9","9429",
"SLXX.L","2018-10-29","110.42","110.42","109.77","109.95","45593",
"SLXX.L","2018-10-26","109.83","110.25","109.83","110.08","32511",
"SLXX.L","2018-10-25","109.78","109.85","109.52","109.56","9620",
"SLXX.L","2018-10-24","109.82","110.06","109.71","109.8","45262",
"SLXX.L","2018-10-23","109.45","109.76","109.28","109.76","7358",
"SLXX.L","2018-10-22","109.22","109.53","109.06","109.44","8870",
"SLXX.L","2018-10-19","109.23","109.44","109.11","109.19","13827",
"SLXX.L","2018-10-18","109.17","109.37","108.82","109.37","51718",
"SLXX.L","2018-10-17","109.21","109.35","109.03","109.31","9499",
"SLXX.L","2018-10-16","108.81","108.92","108.64","108.83","15400",
"SLXX.L","2018-10-15","108.61","108.97","108.61","108.68","17405",
"SLXX.L","2018-10-12","108.14","108.77","108.14","108.61","65187",
"SLXX.L","2018-10-11","108.55","108.55","108.1","108.26","25857",
"SLXX.L","2018-10-10","108.41","108.41","108.03","108.22","23930",
"SLXX.L","2018-10-09","108.43","108.79","108.31","108.47","28291",
"SLXX.L","2018-10-08","108.62","108.86","108.53","108.71","6926",
"SLXX.L","2018-10-05","108.77","108.85","108.51","108.51","20285",
"SLXX.L","2018-10-04","109.11","109.12","108.75","108.81","116395",
"SLXX.L","2018-10-03","109.35","109.72","109.31","109.31","45802",
"SLXX.L","2018-10-02","109.37","109.74","109.37","109.74","11238",
"SLXX.L","2018-10-01","109.18","109.38","109.06","109.33","97150",
"SLXX.L","2018-09-28","109.51","109.6","109.22","109.41","28245",
"SLXX.L","2018-09-27","109.3","109.56","109.05","109.1","12048",
"SLXX.L","2018-09-26","108.81","109.05","108.81","109.04","15400",
"SLXX.L","2018-09-25","108.95","108.99","108.67","108.76","121832",
"SLXX.L","2018-09-24","109.44","109.65","108.84","108.84","39768",
"SLXX.L","2018-09-21","109.28","109.7","109.14","109.6","9765",
"SLXX.L","2018-09-20","108.92","109.32","108.82","109.08","17417",
"SLXX.L","2018-09-19","109.37","109.37","108.84","108.96","11110",
"SLXX.L","2018-09-18","109.53","109.83","109.21","109.3","37947",
"SLXX.L","2018-09-17","109.55","109.79","109.53","109.76","23554",
"SLXX.L","2018-09-14","109.73","109.73","109.49","109.58","8249",
"SLXX.L","2018-09-13","109.89","109.99","109.59","109.88","8938",
"SLXX.L","2018-09-12","109.55","110.06","109.55","109.96","50205",
"SLXX.L","2018-09-11","109.81","110","109.69","109.96","18175",
"SLXX.L","2018-09-10","110.05","110.24","109.86","110.05","12693",
"SLXX.L","2018-09-07","110.36","110.39","110","110.03","18299",
"SLXX.L","2018-09-06","110.31","110.38","110","110.24","30524",
"SLXX.L","2018-09-05","110.36","110.6","109.72","110.04","42186",
"SLXX.L","2018-09-04","110.58","110.87","110.4","110.53","38939",
"SLXX.L","2018-09-03","110.64","110.92","110.41","110.66","11766",
"SLXX.L","2018-08-31","110.46","110.73","110.3","110.63","8648",
"SLXX.L","2018-08-30","110.03","110.48","110.03","110.35","10567",
"SLXX.L","2018-08-29","110.41","110.65","110.04","110.13","14665",
"SLXX.L","2018-08-28","110.48","110.73","110.32","110.6","15015",
"SLXX.L","2018-08-24","110.91","110.91","110.61","110.73","20172",
"SLXX.L","2018-08-23","110.86","110.99","110.63","110.89","20360",
"SLXX.L","2018-08-22","110.81","111.05","110.7","110.86","9961",
"SLXX.L","2018-08-21","110.85","111.06","110.69","110.9","8863",
"SLXX.L","2018-08-20","110.61","111.21","110.61","111.04","14769",
"SLXX.L","2018-08-17","111.16","111.35","110.93","110.93","6122",
"SLXX.L","2018-08-16","110.84","111.19","110.84","111","12116",
"SLXX.L","2018-08-15","110.7","111.28","110.65","111.21","9516",
"SLXX.L","2018-08-14","110.9","110.9","110.59","110.68","14331",
"SLXX.L","2018-08-13","111.09","111.09","110.59","110.69","11937",
"SLXX.L","2018-08-10","110.85","111.06","110.62","111","16553",
"SLXX.L","2018-08-09","110.47","110.88","110.32","110.63","8164",
"SLXX.L","2018-08-08","110.39","110.64","110.38","110.53","24713",
"SLXX.L","2018-08-07","110.43","110.67","110.31","110.52","14094",
"SLXX.L","2018-08-06","110.28","110.68","110.03","110.62","10312",
"SLXX.L","2018-08-03","110.09","110.28","109.82","110.28","5445",
"SLXX.L","2018-08-02","109.63","109.89","109.57","109.73","22033",
"SLXX.L","2018-08-01","109.92","109.95","109.56","109.75","8104",
"SLXX.L","2018-07-31","110.18","110.18","109.65","109.94","8219",
"SLXX.L","2018-07-30","109.98","110.03","109.54","109.63","12830",
"SLXX.L","2018-07-27","110.02","110.18","109.92","110.09","10806",
"SLXX.L","2018-07-26","110.16","110.24","109.98","110.02","22977",
"SLXX.L","2018-07-25","110.24","110.31","110.03","110.24","8491",
"SLXX.L","2018-07-24","110.01","110.2","109.74","110.2","19398",
"SLXX.L","2018-07-23","110.2","110.41","110.01","110.01","10578",
"SLXX.L","2018-07-20","110.79","110.84","110.17","110.17","10178",
"SLXX.L","2018-07-19","110.44","110.76","110.32","110.66","40235",
"SLXX.L","2018-07-18","110.57","110.88","110.25","110.57","38415",
"SLXX.L","2018-07-17","110.16","110.41","110.01","110.35","24013",
"SLXX.L","2018-07-16","109.82","110.26","109.82","110.04","9968",
"SLXX.L","2018-07-13","110.15","110.37","110.07","110.19","35053",
"SLXX.L","2018-07-12","110","110.15","109.69","110.11","18905",
"SLXX.L","2018-07-11","109.85","110","109.62","109.74","9650",
"SLXX.L","2018-07-10","109.81","110.02","109.69","109.88","14983",
"SLXX.L","2018-07-09","109.65","109.98","109.48","109.98","58288",
"SLXX.L","2018-07-06","109.59","109.99","109.59","109.84","2837",
"SLXX.L","2018-07-05","109.53","109.9","109.37","109.85","16859",
"SLXX.L","2018-07-04","109.3","109.76","109.3","109.52","8089",
"SLXX.L","2018-07-03","109.18","109.93","109.18","109.93","6558",
"SLXX.L","2018-07-02","109.75","109.75","109.46","109.61","12318",
"SLXX.L","2018-06-29","109.07","109.8","109.07","109.57","38455",
"SLXX.L","2018-06-28","110.01","110.09","109.81","109.82","11034",
"SLXX.L","2018-06-27","109.69","110","109.69","109.91","33309",
"SLXX.L","2018-06-26","109.88","110.02","109.67","109.87","12679",
"SLXX.L","2018-06-25","109.71","110.62","109.71","109.93","15298",
"SLXX.L","2018-06-22","110.22","110.22","109.83","110.01","11050",
"SLXX.L","2018-06-21","110.75","110.75","109.56","110.22","69207",
"SLXX.L","2018-06-20","110.37","110.63","110.05","110.28","28679",
"SLXX.L","2018-06-19","110.22","110.6","110.2","110.27","8224",
"SLXX.L","2018-06-18","110.38","110.42","110.03","110.03","17552",
"SLXX.L","2018-06-15","110.21","110.62","110.07","110.19","26040",
"SLXX.L","2018-06-14","109.62","110.23","109.56","110.21","12190",
"SLXX.L","2018-06-13","109.02","109.77","109.02","109.53","191174",
"SLXX.L","2018-06-12","108.8","109.28","108.8","109.2","14430",
"SLXX.L","2018-06-11","109.36","109.36","108.95","109.2","7616",
"SLXX.L","2018-06-08","109.6","109.88","109.04","109.21","8255",
"SLXX.L","2018-06-07","109.15","109.28","108.89","109.1","39392",
"SLXX.L","2018-06-06","109.78","109.83","109.18","109.25","27879",
"SLXX.L","2018-06-05","109.95","110.35","109.88","110.16","39748",
"SLXX.L","2018-06-04","109.5","110.06","109.5","109.98","24238",
"SLXX.L","2018-06-01","109.7","110","109.65","109.98","26889",
"SLXX.L","2018-05-31","109.07","110.09","109.07","109.94","55447",
"SLXX.L","2018-05-30","109.37","109.96","109.37","109.41","18276",
"SLXX.L","2018-05-29","108.97","111.15","108.97","109.98","14631",
"SLXX.L","2018-05-25","109.34","109.98","109.29","109.58","5672",
"SLXX.L","2018-05-24","109.15","109.48","108.74","109.31","17814",
"SLXX.L","2018-05-23","108.81","109.26","108.81","109.09","28391",
"SLXX.L","2018-05-22","108.91","109.23","108.68","108.68","31837",
"SLXX.L","2018-05-21","109.41","109.48","109.07","109.43","11848",
"SLXX.L","2018-05-18","109.14","109.27","108.85","109.27","23789",
"SLXX.L","2018-05-17","109.02","109.42","108.76","108.94","11983",
"SLXX.L","2018-05-16","109.54","109.62","109.15","109.29","62908",
"SLXX.L","2018-05-15","109.31","109.71","109.22","109.28","17063",
"SLXX.L","2018-05-14","109.52","109.7","109.37","109.65","231468",
"SLXX.L","2018-05-11","109.82","109.98","109.63","109.83","26550",
"SLXX.L","2018-05-10","109.78","110.06","109.47","109.96","16456",
"SLXX.L","2018-05-09","109.37","109.72","109.34","109.56","19202",
"SLXX.L","2018-05-08","110.22","110.28","109.58","109.8","16747",
"SLXX.L","2018-05-04","110.36","110.47","110.15","110.16","14804",
